ID	LABEL	SubClass Of	ID	LABEL	SubClass Of
MOP:0002202	N-N-acetyl-beta-D-glucosaminyl-1,3-beta-D-galactosyl-1,4-N-acetyl-D-glucosaminylation	N-acetyl-beta-D-glucosaminyl-1,3-beta-D-galactosyl-1,4-N-acetyl-D-glucosaminylation			
MOP:0002203	N-N-acetyl-beta-D-glucosaminyl-1,6-beta-D-galactosyl-1,4-N-acetyl-D-glucosaminylation	N-acetyl-beta-D-glucosaminyl-1,6-beta-D-galactosyl-1,4-N-acetyl-D-glucosaminylation			
MOP:0002204	N-iduronosylation	iduronosylation			
MOP:0002205	N-5'-inosinylation	5'-inosinylation			
MOP:0002206	N-mannosylation	mannosylation			
MOP:0002207	N-(N-acetyl-beta-D-glucosaminyl-1,2)-alpha-D-mannosyl-1,3-(beta-N-acetyl-D-glucosaminyl-1,2-alpha-D-mannosyl-1,6)-beta-D-mannosylation	(N-acetyl-beta-D-glucosaminyl-1,2)-alpha-D-mannosyl-1,3-(beta-N-acetyl-D-glucosaminyl-1,2-alpha-D-mannosyl-1,6)-beta-D-mannosylation			
MOP:0002208	N-alpha-D-mannosyl-1,3-(r1)-beta-D-mannosylation	alpha-D-mannosyl-1,3-(r1)-beta-D-mannosylation			
MOP:0002209					
MOP:0002210	N-alpha-mannosylation	alpha-mannosylation			
MOP:0002211	N-N-acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,3-beta-D-mannosylation	N-acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,3-beta-D-mannosylation			
MOP:0002212	N-N-acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,6-(N-acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,3)-beta-D-mannosylation	N-acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,6-(N-acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,3)-beta-D-mannosylation			
MOP:0002213	N-N-acetyl-beta-D-glucosaminyl-1,4-(N-acetyl-D-glucosaminyl-1,2)-alpha-D-mannosyl-1,3-(beta-N-acetyl-D-glucosaminyl-1,2-alpha-D-mannosyl-1,6)-beta-D-mannosylation	N-acetyl-beta-D-glucosaminyl-1,4-(N-acetyl-D-glucosaminyl-1,2)-alpha-D-mannosyl-1,3-(beta-N-acetyl-D-glucosaminyl-1,2-alpha-D-mannosyl-1,6)-beta-D-mannosylation			
MOP:0002214	N-N-acetyl-beta-D-glucosaminyl-1,6-(N-acetyl-beta-D-glucosaminyl-1,2)-beta-D-mannosylation	N-acetyl-beta-D-glucosaminyl-1,6-(N-acetyl-beta-D-glucosaminyl-1,2)-beta-D-mannosylation			
MOP:0002215	N-N-acetyl-beta-D-glucosaminyl-1,6-(N-acetyl-beta-D-glucosaminyl-1,2)-(N-acetyl-beta-D-glucosaminyl-1,4)-D-mannosylation	N-acetyl-beta-D-glucosaminyl-1,6-(N-acetyl-beta-D-glucosaminyl-1,2)-(N-acetyl-beta-D-glucosaminyl-1,4)-D-mannosylation			
MOP:0002216	N-alpha-D-mannosyl-(1->3)-beta-D-mannosylation	alpha-D-mannosyl-(1->3)-beta-D-mannosylation			
MOP:0002217	N-neuraminosylation	neuraminosylation			
MOP:0002218	N-neuraminoylation	neuraminoylation			
MOP:0002219	N-ribosylation	ribosylation			
MOP:0002220	N-adenosinediphosphoribosylation	adenosinediphosphoribosylation			
MOP:0002221					
MOP:0002222	N-2-deoxyribosylation	2-deoxyribosylation			
MOP:0002223	N-sialosylation	sialosylation			
MOP:0002224	N-hemicystylation	hemicystylation			
MOP:0002225	N-mevalonoylation	mevalonoylation			
MOP:0002226	N-montanoylation	montanoylation			
MOP:0002227	N-muramylation	muramylation			
MOP:0002228	N-nucleotidylation	nucleotidylation			
MOP:0002229	N-5'-adenylylation	5'-adenylylation			
MOP:0002230	N-5'-cytidylylation	5'-cytidylylation			
MOP:0002231	N-5'-thymidylylation	5'-thymidylylation			
MOP:0002232	N-5'-uridylylation	5'-uridylylation			
MOP:0002233	N-5'-guanylylation	5'-guanylylation			
MOP:0002234	N-5'-ribothymidylylation	5'-ribothymidylylation			
MOP:0002235	N-5'-inosinylylation	5'-inosinylylation			
MOP:0002236	N-pantothenylation	pantothenylation			
MOP:0002237	N-pantoylation	pantoylation			
MOP:0002238	N-peptidylation	peptidylation			
MOP:0002239	N-phthalylation	phthalylation			
MOP:0002240	N-propionylation	propionylation			
MOP:0002241	N-pyruvoylation	pyruvoylation			
MOP:0002242	N-retinoylation	retinoylation			
MOP:0002243	N-sialoylation	sialoylation			
MOP:0002244	N-3-carboxypropanoylation	3-carboxypropanoylation			
MOP:0002245	N-trienoylation	trienoylation			
MOP:0002246	N-anilinocarbonylation	anilinocarbonylation			
MOP:0002247	N-pteroylation	pteroylation			
MOP:0002248	N-3-carboxyprop-2-enoylation	3-carboxyprop-2-enoylation			
MOP:0002249	N-(Z)-3-carboxyprop-2-enoylation	(Z)-3-carboxyprop-2-enoylation			
MOP:0002250	N-(E)-3-carboxyprop-2-enoylation	(E)-3-carboxyprop-2-enoylation			
MOP:0002251	N-2,6-dichlorobenzoylation	2,6-dichlorobenzoylation			
MOP:0002252	N-alpha-muramylation	alpha-muramylation			
MOP:0002253	N-beta-muramylation	beta-muramylation			
MOP:0002254	N-dihydrolipoylation	dihydrolipoylation			
MOP:0002255	N-sinapoylation	sinapoylation			
MOP:0002256	N-carboxyacetylation	carboxyacetylation			
MOP:0002257	N-divalent carboacylation	divalent carboacylation			
MOP:0002258	N-aspartoylation	aspartoylation			
MOP:0002259	N-L-aspartoylation	L-aspartoylation			
MOP:0002260	N-D-aspartoylation	D-aspartoylation			
MOP:0002261	N-citraconoylation	citraconoylation			
MOP:0002262	N-glutamoylation	glutamoylation			
MOP:0002263	N-D-glutamoylation	D-glutamoylation			
MOP:0002264	N-L-glutamoylation	L-glutamoylation			
MOP:0002265	N-maloylation	maloylation			
MOP:0002266	N-phthaloylation	phthaloylation			
MOP:0002267	N-succinylation	succinylation			
MOP:0002268	N-butenedioylation	butenedioylation			
MOP:0002269	N-fumaroylation	fumaroylation			
MOP:0002270	N-maleoylation	maleoylation			
MOP:0002271	N-hexanedioylation	hexanedioylation			
MOP:0002272	N-malonylation	malonylation			
MOP:0002273	N-ornithylation	ornithylation			
MOP:0002274	N-L-ornithylation	L-ornithylation			
MOP:0002275	N-half-cystylation	half-cystylation			
MOP:0002276	N-L-tyrosin-O(4)-ylation	L-tyrosin-O(4)-ylation			
MOP:0002277	N-L-threonin-O(3)-ylation	L-threonin-O(3)-ylation			
MOP:0002278	N-D-tyrosin-O(4)-ylation	D-tyrosin-O(4)-ylation			
MOP:0002279	N-D-threonin-O(3)-ylation	D-threonin-O(3)-ylation			
MOP:0002280	N-tyrosin-O(4)-ylation	tyrosin-O(4)-ylation			
MOP:0002281	N-threonin-O(3)-ylation	threonin-O(3)-ylation			
MOP:0002282	N-oxalylation	oxalylation			
MOP:0002283	N-fumagillin-2-ylation	fumagillin-2-ylation			
MOP:0002284	N-acetoacetylation	acetoacetylation			
MOP:0002285	N-alpha-linolenoylation	alpha-linolenoylation			
MOP:0002286	N-gamma-linolenoylation	gamma-linolenoylation			
MOP:0002287	N-carbamimidoylation	carbamimidoylation			
MOP:0002288	N-formimidoylation	formimidoylation			
MOP:0002289	N-trifluoroacetylation	trifluoroacetylation			
MOP:0002290	N-carboxymethylation	carboxymethylation			
MOP:0002291	N-methylenecarbonylation	methylenecarbonylation			
MOP:0002292	N-N-hydroxyacetimidoylation	N-hydroxyacetimidoylation			
MOP:0002293	N-acryloylation	acryloylation			
MOP:0002294	N-tert-butoxycarbonylation	tert-butoxycarbonylation			
MOP:0002295	N-sulfanediylation	sulfanediylation			
MOP:0002296	N-phenylsulfanylation	phenylsulfanylation			
MOP:0002297	N-methylsulfanylation	methylsulfanylation			
MOP:0002298	N-sulfaniumylation	sulfaniumylation			
MOP:0002299	N-disulfanidylation	disulfanidylation			
MOP:0002300	N-disulfanediylation	disulfanediylation			
MOP:0002301	N-disulfanylation	disulfanylation			
MOP:0002302	N-tetrasulfanylation	tetrasulfanylation			
MOP:0002303	N-tetrasulfanediylation	tetrasulfanediylation			
MOP:0002304	N-trisulfanylation	trisulfanylation			
MOP:0002305	N-trisulfanediylation	trisulfanediylation			
MOP:0002306	N-pentasulfanylation	pentasulfanylation			
MOP:0002307	N-diselanylation	diselanylation			
MOP:0002308	N-tellanylation	tellanylation			
MOP:0002309	N-tellanediylation	tellanediylation			
MOP:0002310	N-tellaniumylation	tellaniumylation			
MOP:0002311	N-ditellanylation	ditellanylation			
MOP:0002312	N-amidylation	amidylation			
MOP:0002313	N-azanediylation	azanediylation			
MOP:0002314	N-2-aminoethylation	2-aminoethylation			
MOP:0002315	N-4-aminobutylation	4-aminobutylation			
MOP:0002316	N-azanetriylation	azanetriylation			
MOP:0002317	N-hydrazine-1,2-diylation	hydrazine-1,2-diylation			
MOP:0002318	N-diazyn-1-ium-1-ylation	diazyn-1-ium-1-ylation			
MOP:0002319	N-phosphanetriylation	phosphanetriylation			
MOP:0002320	N-phosphanediylation	phosphanediylation			
MOP:0002321	N-phosphanylation	phosphanylation			
MOP:0002322	N-lambda(5)-phosphanylation	lambda(5)-phosphanylation			
MOP:0002323	N-phosphaniumylation	phosphaniumylation			
MOP:0002324	N-arsanylation	arsanylation			
MOP:0002325	N-arsanediylation	arsanediylation			
MOP:0002326	N-arsanetriylation	arsanetriylation			
MOP:0002327	N-arsaniumylation	arsaniumylation			
MOP:0002328	N-lambda(5)-arsanylation	lambda(5)-arsanylation			
MOP:0002329	N-stibaniumylation	stibaniumylation			
MOP:0002330	N-lambda(5)-stibanylation	lambda(5)-stibanylation			
MOP:0002331	N-boranylation	boranylation			
MOP:0002332	N-boranetriylation	boranetriylation			
MOP:0002333	N-boranediylation	boranediylation			
MOP:0002334	N-boranuidylation	boranuidylation			
MOP:0002335	N-germylation	germylation			
MOP:0002336	N-germanediylation	germanediylation			
MOP:0002337	N-germanetetraylation	germanetetraylation			
MOP:0002338	N-germanetriylation	germanetriylation			
MOP:0002339	N-silylation	silylation			
MOP:0002340	N-silanediylation	silanediylation			
MOP:0002341	N-silanetriylation	silanetriylation			
MOP:0002342	N-silanetetraylation	silanetetraylation			
MOP:0002343	N-disilanylation	disilanylation			
MOP:0002344	N-alumanylation	alumanylation			
MOP:0002345	N-stannylation	stannylation			
MOP:0002346	N-stannanetriylation	stannanetriylation			
MOP:0002347	N-plumbanetriylation	plumbanetriylation			
MOP:0002348	N-plumbylation	plumbylation			
MOP:0002349	N-gallanylation	gallanylation			
MOP:0002350	N-indiganylation	indiganylation			
MOP:0002351	N-thallanylation	thallanylation			
MOP:0002352	N-phosphatidylation	phosphatidylation			
MOP:0002353	N-nucleosidylation	nucleosidylation			
MOP:0002354	N-guanosylation	guanosylation			
MOP:0002355	N-inosylation	inosylation			
MOP:0002356	N-thymidylation	thymidylation			
MOP:0002357	N-adenosylation	adenosylation			
MOP:0002358	N-5'-adenosylation	5'-adenosylation			
MOP:0002359	N-uridylation	uridylation			
MOP:0002360	N-cytidylation	cytidylation			
MOP:0002361	N-dolichylation	dolichylation			
MOP:0002362	N-2-trans,6-trans-farnesylation	2-trans,6-trans-farnesylation			
MOP:0002363	N-margarylation	margarylation			
MOP:0002364	N-methylation	methylation	MOP:0002364	N-methylation	methylation
MOP:0002365	N-methanetetraylation	methanetetraylation			
MOP:0002366	N-methanetriylation	methanetriylation			
MOP:0002367	N-trichloromethylation	trichloromethylation			
MOP:0002368	N-trifluoromethylation	trifluoromethylation			
MOP:0002369	N-alkylation	alkylation	MOP:0002369	N-alkylation	alkylation
MOP:0002370	N-butylation	butylation			
MOP:0002371	N-cerylation	cerylation			
MOP:0002372	N-decylation	decylation			
MOP:0002373	N-dodecylation	dodecylation			
MOP:0002374	N-heptylation	heptylation			
MOP:0002375	N-hexylation	hexylation			
MOP:0002376	N-myricylation	myricylation			
MOP:0002377	N-myristylation	myristylation			
MOP:0002378	N-nonylation	nonylation			
MOP:0002379	N-octylation	octylation			
MOP:0002380	N-palmitylation	palmitylation			
MOP:0002381	N-pentylation	pentylation			
MOP:0002382	N-propylation	propylation			
MOP:0002383	N-stearylation	stearylation			
MOP:0002384	N-isopropylation	isopropylation			
MOP:0002385	N-ethylation	ethylation			
MOP:0002386	N-isobutylation	isobutylation			
MOP:0002387	N-pentan-2-ylation	pentan-2-ylation			
MOP:0002388	N-isopentylation	isopentylation			
MOP:0002389	N-3-methylbutan-2-ylation	3-methylbutan-2-ylation			
MOP:0002390	N-tert-pentylation	tert-pentylation			
MOP:0002391	N-neopentylation	neopentylation			
MOP:0002392	N-undecylation	undecylation			
MOP:0002393	N-tridecylation	tridecylation			
MOP:0002394	N-pentadecylation	pentadecylation			
MOP:0002395	N-nonadecylation	nonadecylation			
MOP:0002396	N-arachidylation	arachidylation			
MOP:0002397	N-henicosylation	henicosylation			
MOP:0002398	N-behenylation	behenylation			
MOP:0002399	N-tricosylation	tricosylation			
MOP:0002400	N-lignocerylation	lignocerylation			
MOP:0002401	N-pentacosylation	pentacosylation			
MOP:0002402	N-heptacosylation	heptacosylation			
MOP:0002403	N-montanylation	montanylation			
MOP:0002404	N-nonacosylation	nonacosylation			
MOP:0002405	N-sec-butylation	sec-butylation			
MOP:0002406	N-tert-butylation	tert-butylation			
MOP:0002407	N-pentan-3-ylation	pentan-3-ylation			
MOP:0002408	N-2-chloroethylation	2-chloroethylation			
MOP:0002409	N-1-chloroethylation	1-chloroethylation			
MOP:0002410	N-hydrocarbylation	hydrocarbylation			
MOP:0002411	N-arylation	arylation	MOP:0002411	N-arylation	arylation, has_participant some 'aryl group'
MOP:0002412	N-phenylation	phenylation			
MOP:0002413	N-biphenyl-4-ylation	biphenyl-4-ylation			
MOP:0002414	N-naphthylation	naphthylation			
MOP:0002415	N-1-naphthylation	1-naphthylation			
MOP:0002416	N-2-naphthylation	2-naphthylation			
MOP:0002417	N-cycloalkylation	cycloalkylation			
MOP:0002418	N-cyclobutylation	cyclobutylation			
MOP:0002419	N-cyclopropylation	cyclopropylation			
MOP:0002420	N-alkenylation	alkenylation			
MOP:0002421	N-oleylation	oleylation			
MOP:0002422	N-allylation	allylation			
MOP:0002423	N-isopropenylation	isopropenylation			
MOP:0002424	N-vinylation	vinylation			
MOP:0002425	N-prenylation	prenylation			
MOP:0002426	N-phytylation	phytylation			
MOP:0002427					
MOP:0002428	N-polyprenylation	polyprenylation			
MOP:0002429	N-farnesylation	farnesylation			
MOP:0002430	N-geranylation	geranylation			
MOP:0002431	N-geranylgeranylation	geranylgeranylation			
MOP:0002432	N-retinylation	retinylation			
MOP:0002433	N-adamantan-2-ylation	adamantan-2-ylation			
MOP:0002434	N-cycloalkenylation	cycloalkenylation			
MOP:0002435	N-campholenic cyclohexenylation	campholenic cyclohexenylation			
MOP:0002436	N-cyclopentadienylation	cyclopentadienylation			
MOP:0002437	N-eta(5)-cyclopentadienylation	eta(5)-cyclopentadienylation			
MOP:0002438	N-eta(1)-cyclopentadienylation	eta(1)-cyclopentadienylation			
MOP:0002439	N-ethene-1,2-diylation	ethene-1,2-diylation			
MOP:0002440	N-arachidonylation	arachidonylation			
MOP:0002441	N-benzylation	benzylation			
MOP:0002442	N-anthracen-1-ylation	anthracen-1-ylation			
MOP:0002443	N-anthracen-2-ylation	anthracen-2-ylation			
MOP:0002444	N-imidazolylation	imidazolylation			
MOP:0002445	N-imidazol-1-ylation	imidazol-1-ylation			
MOP:0002446	N-imidazol-2-ylation	imidazol-2-ylation			
MOP:0002447	N-imidazol-5-ylation	imidazol-5-ylation			
MOP:0002448	N-imidazol-4-ylation	imidazol-4-ylation			
MOP:0002449	N-furylation	furylation			
MOP:0002450	N-2-furylation	2-furylation			
MOP:0002451	N-3-furylation	3-furylation			
MOP:0002452	N-thienylation	thienylation			
MOP:0002453	N-2-thienylation	2-thienylation			
MOP:0002454	N-3-thienylation	3-thienylation			
MOP:0002455	N-adenin-9-ylation	adenin-9-ylation			
MOP:0002456	N-guanin-9-ylation	guanin-9-ylation			
MOP:0002457	N-acetimidoylation	acetimidoylation			
MOP:0002458	N-organylation	organylation			
MOP:0002459	N-organic heterocyclylation	organic heterocyclylation			
MOP:0002460	N-heteroarylation	heteroarylation			
MOP:0002461	N-4,4'-dimethoxytriphenylmethylation	4,4'-dimethoxytriphenylmethylation			
MOP:0002462	N-taurylation	taurylation			
MOP:0002463	N-triflylation	triflylation			
MOP:0002464	N-glycidylation	glycidylation			
MOP:0002465	N-sulfanylmethylation	sulfanylmethylation			
MOP:0002466	N-selanylmethylation	selanylmethylation			
MOP:0002467	N-2-carboxyethylation	2-carboxyethylation			
MOP:0002468	N-2-amino-2-oxoethylation	2-amino-2-oxoethylation			
MOP:0002469	N-3-amino-3-oxopropylation	3-amino-3-oxopropylation			
MOP:0002470	N-2-(methylsulfanyl)ethylation	2-(methylsulfanyl)ethylation			
MOP:0002471	N-4-hydroxybenzylation	4-hydroxybenzylation			
MOP:0002472	N-1H-indol-3-ylmethylation	1H-indol-3-ylmethylation			
MOP:0002473	N-1H-imidazol-4-ylmethylation	1H-imidazol-4-ylmethylation			
MOP:0002474	N-3-carbamimidamidopropylation	3-carbamimidamidopropylation			
MOP:0002475	N-hydroxymethylation	hydroxymethylation			
MOP:0002476	N-1-hydroxyethylation	1-hydroxyethylation			
MOP:0002477	N-haloalkylation	haloalkylation			
MOP:0002478	N-2-(trimethylsilyl)ethoxymethylation	2-(trimethylsilyl)ethoxymethylation			
MOP:0002479	N-acylation	acylation	MOP:0002479	N-acylation	acylation
MOP:0002480	N-organoheterylation	organoheterylation			
MOP:0002481	N-oxalosulfanylation	oxalosulfanylation			
MOP:0002482	N-organosilylation	organosilylation			
MOP:0002483	N-trimethylsilylation	trimethylsilylation			
MOP:0002484	N-triisopropylsilylation	triisopropylsilylation			
MOP:0002485	N-tert-butyldiphenylsilylation	tert-butyldiphenylsilylation			
MOP:0002486	N-tert-butyldimethylsilylation	tert-butyldimethylsilylation			
MOP:0002487	N-thioacylation	thioacylation			
MOP:0002488	N-carbothioacylation	carbothioacylation			
MOP:0002489	N-univalent carbothioacylation	univalent carbothioacylation			
MOP:0002490	N-divalent carbothioacylation	divalent carbothioacylation			
MOP:0002491	N-carbonimidoylation	carbonimidoylation			
MOP:0002492	N-thiocarbonylation	thiocarbonylation			
MOP:0002493	N-(fluoren-9-ylmethoxy)carbonylation	(fluoren-9-ylmethoxy)carbonylation			
MOP:0002494	N-carbonylation	carbonylation			
MOP:0002495	N-cytosin-1-ylation	cytosin-1-ylation			
MOP:0002496	N-thymin-1-ylation	thymin-1-ylation			
MOP:0002497	N-uracil-1-ylation	uracil-1-ylation			
MOP:0002498	N-morpholin-4-ylsulfonylation	morpholin-4-ylsulfonylation			
MOP:0002499	N-acetohydrazonoylation	acetohydrazonoylation			
MOP:0002500	N-2-hydroxyethylation	2-hydroxyethylation			
MOP:0002501	N-aminosulfinylation	aminosulfinylation			
MOP:0002502	N-disiloxanylation	disiloxanylation			
MOP:0002503	N-disiloxane-1,3-diylation	disiloxane-1,3-diylation			
MOP:0002504	N-azinoylation	azinoylation			
MOP:0002505	N-azonoylation	azonoylation			
MOP:0002506	N-phosphorothioylation	phosphorothioylation			
MOP:0002507	N-phosphonothioylation	phosphonothioylation			
MOP:0002508	N-arsonoylation	arsonoylation			
MOP:0002509	N-arsinoylation	arsinoylation			
MOP:0002510	N-stiborylation	stiborylation			
MOP:0002511	N-sulfamoylation	sulfamoylation			
MOP:0002512	N-S-aminosulfinimidoylation	S-aminosulfinimidoylation			
MOP:0002513	N-S-aminosulfonimidoylation	S-aminosulfonimidoylation			
MOP:0002514	N-chlorylation	chlorylation			
MOP:0002515	N-chlorosylation	chlorosylation			
MOP:0002516	N-perchlorylation	perchlorylation			
MOP:0002517	N-bromosylation	bromosylation			
MOP:0002518	N-bromylation	bromylation			
MOP:0002519	N-perbromylation	perbromylation			
MOP:0002520	N-iodosylation	iodosylation			
MOP:0002521	N-iodylation	iodylation			
MOP:0002522	N-periodylation	periodylation			
MOP:0002523	N-fluorosylation	fluorosylation			
MOP:0002524	N-sulfonylation	sulfonylation	MOP:0002524	N-sulfonylation	sulfonylation
MOP:0002525	N-acetoxysulfonylation	acetoxysulfonylation			
MOP:0002526	N-sulfonothioylation	sulfonothioylation			
MOP:0002527	N-sulfinothioylation	sulfinothioylation			
MOP:0002528	N-sulfonodithioylation	sulfonodithioylation			
MOP:0002529	N-trioxidanylation	trioxidanylation			
MOP:0002530	N-trioxidanediylation	trioxidanediylation			
MOP:0002531	N-heterocyclylation	heterocyclylation			
MOP:0002532	N-phosphoramidochloridoylation	phosphoramidochloridoylation			
MOP:0002533	N-S-aminosulfonodiimidoylation	S-aminosulfonodiimidoylation			
MOP:0002534	N-aminosulfanylation	aminosulfanylation			
MOP:0002535	N-sulfinylation	sulfinylation			
MOP:0002536	N-arsorylation	arsorylation			
MOP:0002537	N-azanediidylation	azanediidylation			
MOP:0002538	N-sulfinimidoylation	sulfinimidoylation			
MOP:0002539					
MOP:0002540	N-tosylation	tosylation			
MOP:0002541	N-brosylation	brosylation			
MOP:0002542	N-nosylation	nosylation			
MOP:0002544	N-indolylamination	indolylamination			
MOP:0002545	N-indol-1-ylation	indol-1-ylation			
MOP:0002546	N-indol-2-ylation	indol-2-ylation			
MOP:0002547	N-indol-3-ylation	indol-3-ylation			
MOP:0002548	N-N-oxindolylation	N-oxindolylation			
MOP:0002549	N-alkylamination	alkylamination			
MOP:0002550	N-halogenation	halogenation			
MOP:0002551	N-bromination	bromination			
MOP:0002552	N-chlorination	chlorination			
MOP:0002553	N-fluorination	fluorination			
MOP:0002554	N-iodination	iodination			
MOP:0002555	N-imination	imination			
MOP:0002556	N-nitration	nitration			
MOP:0002557	N-hydroxyamination	hydroxyamination			
MOP:0002558	N-thioxonation	thioxonation			
MOP:0002559	N-sulfonation	sulfonation			
MOP:0002560	N-selenonation	selenonation			
MOP:0003000	O-borylation	borylation			
MOP:0003001	O-methanidylation	methanidylation			
MOP:0003002	O-azaniumylation	azaniumylation			
MOP:0003003	O-formylation	formylation			
MOP:0003004	O-acetonylation	acetonylation			
MOP:0003005	O-L-cystylation	L-cystylation			
MOP:0003006	O-L-cystinylation	L-cystinylation			
MOP:0003007	O-D-cystylation	D-cystylation			
MOP:0003008	O-cystinylation	cystinylation			
MOP:0003009	O-cystylation	cystylation			
MOP:0003010	O-cysteinylation	cysteinylation			
MOP:0003011	O-L-cysteinylation	L-cysteinylation			
MOP:0003012	O-D-cysteinylation	D-cysteinylation			
MOP:0003013	O-cystein-S-ylation	cystein-S-ylation			
MOP:0003014	O-D-cystein-S-ylation	D-cystein-S-ylation			
MOP:0003015	O-L-cystein-S-ylation	L-cystein-S-ylation			
MOP:0003016	O-methionylation	methionylation			
MOP:0003017	O-L-methionylation	L-methionylation			
MOP:0003018	O-N-formyl-L-methionylation	N-formyl-L-methionylation			
MOP:0003019	O-D-methionylation	D-methionylation			
MOP:0003020	O-(R)-lipoylation	(R)-lipoylation			
MOP:0003021	O-(S)-lipoylation	(S)-lipoylation			
MOP:0003022	O-lipoylation	lipoylation			
MOP:0003023	O-(R)-dihydrolipoylation	(R)-dihydrolipoylation			
MOP:0003024	O-(S)-dihydrolipoylation	(S)-dihydrolipoylation			
MOP:0003025	O-alpha-sialoylation	alpha-sialoylation			
MOP:0003026	O-beta-sialoylation	beta-sialoylation			
MOP:0003027	O-glyceroylation	glyceroylation			
MOP:0003028	O-carboacylation	carboacylation			
MOP:0003029	O-univalent carboacylation	univalent carboacylation			
MOP:0003030	O-acetylation	acetylation			
MOP:0003031	O-alpha-aminoacylation	alpha-aminoacylation			
MOP:0003032	O-alanylation	alanylation			
MOP:0003033	O-L-alanylation	L-alanylation			
MOP:0003034	O-D-alanylation	D-alanylation			
MOP:0003035	O-alpha-aspartylation	alpha-aspartylation			
MOP:0003036	O-L-alpha-aspartylation	L-alpha-aspartylation			
MOP:0003037	O-D-alpha-aspartylation	D-alpha-aspartylation			
MOP:0003038	O-alpha-glutamylation	alpha-glutamylation			
MOP:0003039	O-L-alpha-glutamylation	L-alpha-glutamylation			
MOP:0003040	O-D-alpha-glutamylation	D-alpha-glutamylation			
MOP:0003041	O-pteroylglutamylation	pteroylglutamylation			
MOP:0003042	O-phenylalanylation	phenylalanylation			
MOP:0003043	O-L-phenylalanylation	L-phenylalanylation			
MOP:0003044	O-D-phenylalanylation	D-phenylalanylation			
MOP:0003045	O-glycylation	glycylation			
MOP:0003046	O-histidylation	histidylation			
MOP:0003047	O-L-histidylation	L-histidylation			
MOP:0003048	O-D-histidylation	D-histidylation			
MOP:0003049	O-isoleucylation	isoleucylation			
MOP:0003050	O-L-isoleucylation	L-isoleucylation			
MOP:0003051	O-D-isoleucylation	D-isoleucylation			
MOP:0003052	O-lysylation	lysylation			
MOP:0003053	O-L-lysylation	L-lysylation			
MOP:0003054	O-deoxyhypusinylation	deoxyhypusinylation			
MOP:0003055	O-D-lysylation	D-lysylation			
MOP:0003056	O-leucylation	leucylation			
MOP:0003057	O-L-leucylation	L-leucylation			
MOP:0003058	O-D-leucylation	D-leucylation			
MOP:0003059	O-asparaginylation	asparaginylation			
MOP:0003060	O-L-asparaginylation	L-asparaginylation			
MOP:0003061	O-D-asparaginylation	D-asparaginylation			
MOP:0003062	O-prolylation	prolylation			
MOP:0003063	O-L-prolylation	L-prolylation			
MOP:0003064	O-D-prolylation	D-prolylation			
MOP:0003065	O-glutaminylation	glutaminylation			
MOP:0003066	O-L-glutaminylation	L-glutaminylation			
MOP:0003067	O-D-glutaminylation	D-glutaminylation			
MOP:0003068	O-serylation	serylation			
MOP:0003069	O-L-serylation	L-serylation			
MOP:0003070	O-D-serylation	D-serylation			
MOP:0003071	O-threonylation	threonylation			
MOP:0003072	O-L-threonylation	L-threonylation			
MOP:0003073	O-D-threonylation	D-threonylation			
MOP:0003074	O-selenocysteinylation	selenocysteinylation			
MOP:0003075	O-L-selenocysteinylation	L-selenocysteinylation			
MOP:0003076	O-D-selenocysteinylation	D-selenocysteinylation			
MOP:0003077	O-valylation	valylation			
MOP:0003078	O-L-valylation	L-valylation			
MOP:0003079	O-D-valylation	D-valylation			
MOP:0003080	O-tryptophylation	tryptophylation			
MOP:0003081	O-L-tryptophylation	L-tryptophylation			
MOP:0003082	O-D-tryptophylation	D-tryptophylation			
MOP:0003083	O-tyrosylation	tyrosylation			
MOP:0003084	O-L-tyrosylation	L-tyrosylation			
MOP:0003085	O-D-tyrosylation	D-tyrosylation			
MOP:0003086	O-arginylation	arginylation			
MOP:0003087	O-L-arginylation	L-arginylation			
MOP:0003088	O-D-arginylation	D-arginylation			
MOP:0003089	O-benzoylation	benzoylation			
MOP:0003090	O-beta-aspartylation	beta-aspartylation			
MOP:0003091	O-D-beta-aspartylation	D-beta-aspartylation			
MOP:0003092	O-L-beta-aspartylation	L-beta-aspartylation			
MOP:0003093	O-biotinylation	biotinylation			
MOP:0003094	O-butyrylation	butyrylation			
MOP:0003095	O-carbamoylation	carbamoylation			
MOP:0003096	O-C-aminocarbonohydrazonoylation	C-aminocarbonohydrazonoylation			
MOP:0003097	O-2-(aminomethylidene)hydrazinylation	2-(aminomethylidene)hydrazinylation			
MOP:0003098	O-carbamoylcarbamoylation	carbamoylcarbamoylation			
MOP:0003099	O-carbamothioylation	carbamothioylation			
MOP:0003100	O-acetylazanediylation	acetylazanediylation			
MOP:0003101	O-oxamoylation	oxamoylation			
MOP:0003102	O-cholylation	cholylation			
MOP:0003103	O-enoylation	enoylation			
MOP:0003104	O-fatty-acylation	fatty-acylation			
MOP:0003105	O-arachidonoylation	arachidonoylation			
